Book_Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
pg9993,0.015563,0.020237,-0.016964,-0.018062,-0.025412,0.008879,0.052056,-0.025157,0.022916,0.045342,-0.018177,-0.00757,0.002663,0.017006,-0.033212,0.005391,0.008167,-0.030388,-0.007599,-0.01568
pg9087,-0.024755,0.002983,0.037292,0.015389,0.038249,-0.022768,-0.03301,0.045854,-0.009397,-0.026895,0.039495,0.021518,-0.032853,-0.038913,-0.030506,0.013561,0.002248,-0.005382,0.013235,-0.005347
pg9807,-0.002618,-0.02079,0.006357,-0.015894,0.022036,0.049749,0.007559,-0.013299,0.009144,-0.015435,-0.013457,-0.001229,0.049904,-0.013922,-0.039911,-0.014531,-0.025746,0.00865,-0.01327,0.036701
pg7424,-0.029132,0.007755,-0.011416,-0.02053,0.003095,0.04768,0.002475,-0.031436,-0.033175,-0.004635,0.011741,-0.020741,0.061193,-0.007462,-0.020781,-0.009878,0.020085,0.01751,-0.004085,0.021737
pg7758,-0.023938,-0.005395,0.017991,-0.005402,0.044255,0.014534,-0.042938,-0.014452,-0.003926,0.052008,-0.006266,-0.00388,0.027081,-0.039524,-0.014756,0.00267,0.001723,-0.005959,0.000775,0.0054
pg8131,-0.000628,-0.013025,0.001035,-0.009767,0.044575,0.014461,-0.018794,0.015964,-0.003547,0.045963,-0.014007,0.009333,0.043454,-0.027609,-0.032869,-0.040024,-0.015596,0.012336,-0.003623,-0.007632
pg8671,-0.023635,-0.027286,-0.035019,-0.00464,-0.000945,0.063663,0.009924,-0.011795,0.019073,-0.024763,-0.033445,-0.006581,0.046485,-0.005257,0.031582,-0.003581,-0.022308,0.006153,0.008287,0.014086
pg6517,0.013588,0.013777,-0.014121,0.006801,0.063867,-0.014655,-0.036493,-0.008052,-0.005776,-0.017547,-0.018432,0.048193,0.009204,-0.024764,-0.035412,-0.03461,0.007785,0.018365,0.015789,0.012491
pg7827,0.032149,-0.015865,0.031791,0.012913,-0.027695,-0.037121,0.049871,-0.020685,-0.033682,-0.006401,-0.022318,0.024423,0.010487,-0.004224,-0.026503,0.014225,0.014067,0.042049,-0.028167,-0.009314
pg6864,-0.023467,-0.018297,-0.011873,-0.025828,0.062548,0.018245,-0.025626,0.01501,0.007156,-0.005645,-0.027099,-0.010103,0.005211,-0.022808,0.034952,-0.008149,-0.001558,-0.008385,-0.020245,0.065959
pg8403,0.016106,-0.031041,-0.001571,0.001092,-0.013169,-0.002742,0.061221,0.012467,-0.025146,-0.003762,-0.044746,-0.040092,-0.022569,0.027473,0.036739,-0.01683,0.015938,0.006983,-0.022802,0.046453
pg8087,-0.006396,-0.030945,-0.023392,0.003532,0.088677,0.015316,-0.010544,-0.03724,-0.004727,0.004854,-0.02461,0.030827,0.018284,-0.034382,-0.008668,0.005136,-0.018905,-0.000608,-0.009719,0.043511
pg9967,0.022397,0.008962,-0.012735,-0.004049,0.067662,-0.008736,-0.036893,-0.00326,-0.002913,-0.010324,-0.007048,0.076297,-0.009977,-0.018908,0.017155,-0.002402,-0.037875,-0.015414,0.000227,-0.022166
pg6954,-0.020238,-0.030322,-0.006212,0.041762,0.007602,-0.032145,-0.026714,0.037398,-0.01963,-0.038107,0.029368,-0.00324,0.009576,0.037467,-0.006601,-0.003531,0.072217,-0.004581,-0.039368,-0.004701
pg9189,-0.000564,0.04343,-0.019011,-0.013509,-0.00076,-0.026871,-0.019708,-0.02976,0.090093,0.005038,0.002639,-0.003927,0.01384,0.023772,-0.046585,-0.003308,0.008632,-0.043517,-0.028575,0.048652
pg7866,-0.002875,-0.037576,-0.027104,0.01563,-0.009072,0.002428,-0.023815,0.068334,0.066058,0.015819,-0.001162,0.007074,-0.017535,-0.026242,-0.030796,-0.03515,-0.00472,0.001578,0.051021,-0.011895
pg9410,0.062471,-0.008657,0.01988,-0.022577,-0.002913,-0.016806,-0.029786,0.009546,-0.059334,-0.000402,-0.024854,0.000493,0.04916,0.05725,-0.023275,0.035734,0.014281,-0.054068,-0.00563,-0.000513
pg8596,0.046031,-0.023379,-0.023088,-0.035236,0.073482,0.021158,-0.017713,-0.013373,-0.024004,-0.048445,-0.002654,0.029549,-0.007634,-0.017398,-0.036915,0.039332,-0.025617,0.049394,0.018111,-0.001603
pg8899,-0.025511,0.017608,-0.007804,-0.022754,-0.009034,-0.005818,0.028089,0.050392,-0.044662,-0.033647,0.012676,-0.041154,-0.031194,0.039917,0.034771,-0.011002,0.068635,-0.004039,-0.025965,0.010497
pg8741,0.028001,-0.044041,-0.041464,-0.003457,-0.019287,0.059019,0.025809,-0.002211,-0.00405,-0.005309,-0.036062,0.01643,0.011264,0.002912,0.005907,0.001061,0.061174,0.022209,-0.03129,-0.046613
pg9305,0.017016,-0.014343,-0.037159,-0.037947,-0.03099,0.019807,0.03788,0.021309,0.047821,0.042594,0.019539,-0.031273,-0.047597,0.04773,-0.019757,0.005524,0.010317,-0.03354,0.00293,-0.019862
pg8396,0.009119,0.00486,0.083188,0.018823,-0.021718,-0.008304,-0.043896,0.00158,0.006165,-0.026292,0.021196,-0.019725,0.006618,-0.009072,-0.014233,-0.050463,-0.019025,0.075034,-0.027413,0.013558
pg9927,-0.020138,-0.019421,-0.051745,0.032258,-0.019628,0.008442,0.01316,-0.037583,0.081194,0.021082,-0.010233,0.003478,0.031296,-0.031866,-0.02386,-0.026805,0.008838,0.060259,-0.008883,-0.009844
pg8569,-0.034334,-0.048277,0.066234,-0.020231,0.05893,0.004572,-0.03152,-0.050501,-0.003088,-0.009042,-0.010014,0.009024,-0.00858,0.016931,-0.042852,0.051438,-0.003092,0.013153,0.008316,0.032933
pg8711,-0.011584,-0.047097,-0.029838,0.046851,-0.029082,-0.023658,-0.061012,-0.035247,0.011643,0.008895,0.019243,0.016535,-0.02096,0.053747,0.063726,-0.011205,0.042897,-0.015583,0.014968,0.006761
pg8386,0.036257,0.040461,-0.041029,0.016044,-0.018401,-0.003456,0.03381,0.01152,-0.019902,-0.006175,-0.020064,-0.018897,-0.027258,-0.045128,0.071147,-0.056152,-0.033485,0.003208,0.018926,0.058576
pg7855,-0.022726,0.019311,-0.041008,-0.037485,0.074411,-0.017132,-0.052395,0.005779,0.006081,-0.019466,0.005104,-0.026332,0.041571,0.017797,-0.001407,0.090126,-0.022769,-0.015241,0.013138,-0.017358
